MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_NA,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,LotFrontage,Street_Grvl,Street_Pave,Alley_Grvl,Alley_NA,Alley_Pave,LotArea,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Artery,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,AsbShng,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,NA,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,ExterQual,ExterCond,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,MasVnrArea,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual,BsmtCond,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_NA,BsmtExposure_No,0,Utilities_AllPub,Utilities_NA,Utilities_NoSeWa,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_NA,Electrical_SBrkr,0,0,1,BedroomAbvGr,2,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,GarageYrBlt,GarageFinish,GarageCars,0,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature_Gar2,MiscFeature_NA,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,YrSold,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_NA,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163.7259986199614,0,1,0,1,0,1735.2994060591286,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.898648307306074,5,0.021739130434782608,0.021739130434782608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,1,0,0,0,0,3,3,0,0,0,0,1,5503.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,1.75,1471.9227109205056,3,3,0,0,0,0,0,1,0,0.021739130434782608,1,1.0,(0.3678739429962342+0j),3,3,2,0,0.0,0,0,0,0,0,1,0,0,0,0,2,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,206.68202637700037,0,1,0,1,0,1824.4735594680167,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.966610165238235,5,0.16666666666666666,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,1,286.0,0,0,1,0,0,0,5,3,0,0,0,0,1,12064.5,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,8,3.75,6352.372654060637,4,5,0,0,0,1,0,0,0,0.16666666666666666,3,9.0,(-0.15354776634917403-0.11155898233290536j),3,3,2,21609,96.23408959407264,0,0,0,0,0,1,0,0,0,0,7,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130.02087373757038,0,1,0,1,0,1951.1847881737579,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.898648307306074,6,0.02040816326530612,0.02040816326530612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,1,0,0,0,0,3,3,0,0,0,0,1,7457.5,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1.75,1282.3145799787596,2,3,0,0,0,0,0,1,0,0.02040816326530612,1,1.0,(0.2500601322210039+0j),3,3,2,19600,0.0,0,0,176,0,0,1,0,0,0,0,9,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.31053478714506,0,1,0,1,0,1667.0357988697585,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.330412131161864,5,0.2,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,1,306.0,0,0,1,0,0,0,4,3,1,0,0,0,0,747.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,4,2.0,2153.119465992222,3,4,0,1,0,0,0,0,0,0.2,2,9.0,(0.09300430988252749+0j),3,3,2,25600,189.57056733575496,0,0,0,0,0,1,0,0,0,0,8,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130.02087373757038,0,1,0,1,0,1700.5057731934698,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.585814486631532,5,0.0196078431372549,0.0196078431372549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,1,0,0,0,212.0,0,1,0,0,0,0,3,3,0,0,0,0,1,6124.0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,2,2.25,1789.9818384050034,2,3,0,1,0,0,0,0,0,0.0196078431372549,2,1.0,(0.2500601322210039+0j),3,3,2,0,3108.6326576165284,176,0,0,0,0,1,0,0,0,0,5,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.96549676880197,0,1,0,1,0,1070.0427719104403,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.330412131161864,8,0.012195121951219513,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,1,416.0,1,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1.0,1196.825308108903,2,3,0,0,0,0,0,1,0,0.05,1,4.0,(0.1041914906940458+0j),3,3,2,2304,1185.2965873569365,0,0,0,0,0,1,0,0,0,0,7,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130.02087373757038,0,1,0,1,0,1740.3794966822916,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.585814486631532,7,0.024390243902439025,0.024390243902439025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,0,0,0,180.0,0,1,0,0,0,0,3,3,0,0,0,0,1,5993.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,3,1.75,1418.470794825931,2,3,0,1,0,0,0,0,0,0.024390243902439025,3,4.0,(-0.12204358758872488-0.08866985665355584j),3,3,2,0,0.0,0,0,0,0,0,0,0,1,0,700,3,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,169.35537924355296,0,1,0,1,0,1684.4159843634973,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.278031643091577,5,0.022727272727272728,0.022727272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,2.0,1854.5359291124116,2,6,0,0,0,0,1,0,0,0.022727272727272728,1,4.0,(-0.03456829545074423-0.025115336765619927j),3,3,2,0,0.0,0,0,0,0,0,0,0,1,0,500,10,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152.56423041618189,0,1,0,1,0,2038.2132910704277,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.898648307306074,5,0.14285714285714285,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,1,0,0.0,0,0,1,0,0,0,3,3,0,0,0,0,1,7986.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,2.25,1582.083679230086,3,4,0,0,0,0,0,1,0,0.14285714285714285,1,4.0,(0.1041914906940458+0j),3,3,2,0,1030.1495037129318,0,0,0,0,0,1,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163.7259986199614,0,1,0,1,0,1267.1190972846448,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.898648307306074,6,0.018867924528301886,0.021739130434782608,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,1,0,0,0,0,3,3,0,0,0,0,1,2278.5,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1.0,1919.1972199453269,3,3,0,1,0,0,0,0,0,0.018867924528301886,1,1.0,(0.06185613822371677+0j),3,3,2,0,0.0,0,0,0,0,0,1,0,0,0,0,5,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,254.20591313042056,0,1,0,1,0,2099.894573315255,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12.125732532083184,5,0.16666666666666666,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,1,0,0,0,380.0,0,0,1,0,0,0,5,3,1,0,0,0,0,579.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,4,3.5,6691.7794922688545,4,4,0,0,0,1,0,0,0,0.16666666666666666,2,9.0,(0.13349996547678164+0j),3,3,2,57600,1911.089741482592,0,0,0,0,0,1,0,0,0,0,11,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
